step,d0_x,d0_y,d0_z,d0_gx,d0_gy,d0_gz,d1_x,d1_y,d1_z,d1_gx,d1_gy,d1_gz,d2_x,d2_y,d2_z,d2_gx,d2_gy,d2_gz,d3_x,d3_y,d3_z,d3_gx,d3_gy,d3_gz,d4_x,d4_y,d4_z,d4_gx,d4_gy,d4_gz,d5_x,d5_y,d5_z,d5_gx,d5_gy,d5_gz,d6_x,d6_y,d6_z,d6_gx,d6_gy,d6_gz,d7_x,d7_y,d7_z,d7_gx,d7_gy,d7_gz
52,0.1434,0.5668,0.8883,0.2188,0.0541,1.0000,-0.6794,-0.3808,1.1139,-0.2812,0.0541,1.0000,-0.1502,-0.0595,0.9014,-0.0312,-0.3789,1.0000,-0.5757,0.2879,1.1340,-0.0312,0.4871,1.0000,-0.1790,-0.0192,1.0678,0.4688,-0.3789,1.0000,-0.2763,-0.0890,0.7196,-0.5312,-0.3789,1.0000,0.5599,0.5532,0.9180,0.7188,0.0541,1.0000,-0.4607,0.5696,0.7658,-0.5312,0.4871,1.0000
53,0.1468,0.5601,0.8935,0.2188,0.0541,1.0000,-0.6750,-0.3701,1.1196,-0.2812,0.0541,1.0000,-0.1436,-0.0623,0.9045,-0.0312,-0.3789,1.0000,-0.5681,0.2961,1.1388,-0.0312,0.4871,1.0000,-0.1659,-0.0240,1.0749,0.4688,-0.3789,1.0000,-0.2802,-0.0927,0.7241,-0.5312,-0.3789,1.0000,0.5648,0.5473,0.9227,0.7188,0.0541,1.0000,-0.4634,0.5652,0.7695,-0.5312,0.4871,1.0000
54,0.1501,0.5535,0.8989,0.2188,0.0541,1.0000,-0.6706,-0.3596,1.1250,-0.2812,0.0541,1.0000,-0.1372,-0.0651,0.9076,-0.0312,-0.3789,1.0000,-0.5605,0.3043,1.1434,-0.0312,0.4871,1.0000,-0.1528,-0.0282,1.0817,0.4688,-0.3789,1.0000,-0.2843,-0.0964,0.7283,-0.5312,-0.3789,1.0000,0.5697,0.5415,0.9275,0.7188,0.0541,1.0000,-0.4659,0.5608,0.7728,-0.5312,0.4871,1.0000
55,0.1534,0.5469,0.9042,0.2188,0.0541,1.0000,-0.6661,-0.3491,1.1300,-0.2812,0.0541,1.0000,-0.1309,-0.0680,0.9109,-0.0312,-0.3789,1.0000,-0.5529,0.3124,1.1475,-0.0312,0.4871,1.0000,-0.1397,-0.0317,1.0883,0.4688,-0.3789,1.0000,-0.2884,-0.1000,0.7325,-0.5312,-0.3789,1.0000,0.5746,0.5358,0.9324,0.7188,0.0541,1.0000,-0.4682,0.5565,0.7764,-0.5312,0.4871,1.0000
56,0.1568,0.5404,0.9090,0.2188,0.0541,1.0000,-0.6616,-0.3388,1.1346,-0.2812,0.0541,1.0000,-0.1247,-0.0709,0.9140,-0.0312,-0.3789,1.0000,-0.5451,0.3205,1.1514,-0.0312,0.4871,1.0000,-0.1266,-0.0347,1.0945,0.4688,-0.3789,1.0000,-0.2925,-0.1035,0.7367,-0.5312,-0.3789,1.0000,0.5795,0.5301,0.9369,0.7188,0.0541,1.0000,-0.4704,0.5524,0.7802,-0.5312,0.4871,1.0000
57,0.1603,0.5340,0.9136,0.2188,0.0541,1.0000,-0.6569,-0.3288,1.1391,-0.2812,0.0541,1.0000,-0.1187,-0.0738,0.9169,-0.0312,-0.3789,1.0000,-0.5374,0.3285,1.1550,-0.0312,0.4871,1.0000,-0.1134,-0.0372,1.1003,0.4688,-0.3789,1.0000,-0.2967,-0.1071,0.7407,-0.5312,-0.3789,1.0000,0.5844,0.5245,0.9410,0.7188,0.0541,1.0000,-0.4726,0.5483,0.7838,-0.5312,0.4871,1.0000
58,0.1637,0.5275,0.9182,0.2188,0.0541,1.0000,-0.6522,-0.3189,1.1434,-0.2812,0.0541,1.0000,-0.1129,-0.0768,0.9198,-0.0312,-0.3789,1.0000,-0.5296,0.3365,1.1583,-0.0312,0.4871,1.0000,-0.1003,-0.0393,1.1059,0.4688,-0.3789,1.0000,-0.3008,-0.1108,0.7445,-0.5312,-0.3789,1.0000,0.5892,0.5190,0.9452,0.7188,0.0541,1.0000,-0.4746,0.5443,0.7872,-0.5312,0.4871,1.0000
59,0.1670,0.5212,0.9227,0.2188,0.0541,1.0000,-0.6475,-0.3090,1.1474,-0.2812,0.0541,1.0000,-0.1074,-0.0798,0.9226,-0.0312,-0.3789,1.0000,-0.5218,0.3445,1.1613,-0.0312,0.4871,1.0000,-0.0872,-0.0408,1.1112,0.4688,-0.3789,1.0000,-0.3050,-0.1144,0.7484,-0.5312,-0.3789,1.0000,0.5939,0.5135,0.9492,0.7188,0.0541,1.0000,-0.4765,0.5405,0.7909,-0.5312,0.4871,1.0000
60,0.1705,0.5149,0.9268,0.2188,0.0541,1.0000,-0.6426,-0.2994,1.1511,-0.2812,0.0541,1.0000,-0.1020,-0.0829,0.9253,-0.0312,-0.3789,1.0000,-0.5139,0.3523,1.1642,-0.0312,0.4871,1.0000,-0.0740,-0.0420,1.1161,0.4688,-0.3789,1.0000,-0.3091,-0.1181,0.7523,-0.5312,-0.3789,1.0000,0.5986,0.5080,0.9529,0.7188,0.0541,1.0000,-0.4784,0.5368,0.7946,-0.5312,0.4871,1.0000
61,0.1738,0.5086,0.9307,0.2188,0.0541,1.0000,-0.6377,-0.2900,1.1547,-0.2812,0.0541,1.0000,-0.0968,-0.0860,0.9279,-0.0312,-0.3789,1.0000,-0.5061,0.3601,1.1669,-0.0312,0.4871,1.0000,-0.0608,-0.0430,1.1204,0.4688,-0.3789,1.0000,-0.3133,-0.1218,0.7560,-0.5312,-0.3789,1.0000,0.6034,0.5026,0.9564,0.7188,0.0541,1.0000,-0.4802,0.5332,0.7980,-0.5312,0.4871,1.0000
62,0.1771,0.5024,0.9346,0.2188,0.0541,1.0000,-0.6329,-0.2807,1.1586,-0.2812,0.0541,1.0000,-0.0920,-0.0892,0.9306,-0.0312,-0.3789,1.0000,-0.4982,0.3679,1.1692,-0.0312,0.4871,1.0000,-0.0477,-0.0437,1.1246,0.4688,-0.3789,1.0000,-0.3175,-0.1255,0.7597,-0.5312,-0.3789,1.0000,0.6079,0.4972,0.9600,0.7188,0.0541,1.0000,-0.4819,0.5299,0.8016,-0.5312,0.4871,1.0000
63,0.1805,0.4963,0.9385,0.2188,0.0541,1.0000,-0.6281,-0.2716,1.1622,-0.2812,0.0541,1.0000,-0.0874,-0.0923,0.9334,-0.0312,-0.3789,1.0000,-0.4903,0.3756,1.1713,-0.0312,0.4871,1.0000,-0.0346,-0.0441,1.1285,0.4688,-0.3789,1.0000,-0.3215,-0.1292,0.7635,-0.5312,-0.3789,1.0000,0.6125,0.4919,0.9633,0.7188,0.0541,1.0000,-0.4837,0.5267,0.8056,-0.5312,0.4871,1.0000
64,0.1838,0.4902,0.9421,0.2188,0.0541,1.0000,-0.6231,-0.2626,1.1655,-0.2812,0.0541,1.0000,-0.0830,-0.0955,0.9360,-0.0312,-0.3789,1.0000,-0.4824,0.3832,1.1733,-0.0312,0.4871,1.0000,-0.0215,-0.0443,1.1319,0.4688,-0.3789,1.0000,-0.3255,-0.1331,0.7674,-0.5312,-0.3789,1.0000,0.6170,0.4866,0.9664,0.7188,0.0541,1.0000,-0.4854,0.5237,0.8092,-0.5312,0.4871,1.0000
65,0.1870,0.4841,0.9457,0.2188,0.0541,1.0000,-0.6182,-0.2538,1.1687,-0.2812,0.0541,1.0000,-0.0789,-0.0987,0.9386,-0.0312,-0.3789,1.0000,-0.4745,0.3908,1.1751,-0.0312,0.4871,1.0000,-0.0084,-0.0444,1.1350,0.4688,-0.3789,1.0000,-0.3295,-0.1368,0.7714,-0.5312,-0.3789,1.0000,0.6214,0.4813,0.9696,0.7188,0.0541,1.0000,-0.4870,0.5209,0.8129,-0.5312,0.4871,1.0000
66,0.1901,0.4781,0.9492,0.2188,0.0541,1.0000,-0.6133,-0.2450,1.1718,-0.2812,0.0541,1.0000,-0.0751,-0.1018,0.9413,-0.0312,-0.3789,1.0000,-0.4665,0.3983,1.1766,-0.0312,0.4871,1.0000,0.0046,-0.0445,1.1377,0.4688,-0.3789,1.0000,-0.3334,-0.1406,0.7754,-0.5312,-0.3789,1.0000,0.6257,0.4761,0.9727,0.7188,0.0541,1.0000,-0.4888,0.5183,0.8167,-0.5312,0.4871,1.0000
67,0.1933,0.4722,0.9523,0.2188,0.0541,1.0000,-0.6084,-0.2364,1.1746,-0.2812,0.0541,1.0000,-0.0715,-0.1050,0.9437,-0.0312,-0.3789,1.0000,-0.4585,0.4056,1.1779,-0.0312,0.4871,1.0000,0.0176,-0.0443,1.1401,0.4688,-0.3789,1.0000,-0.3371,-0.1445,0.7792,-0.5312,-0.3789,1.0000,0.6301,0.4709,0.9755,0.7188,0.0541,1.0000,-0.4905,0.5158,0.8206,-0.5312,0.4871,1.0000
68,0.1964,0.4662,0.9553,0.2188,0.0541,1.0000,-0.6034,-0.2279,1.1773,-0.2812,0.0541,1.0000,-0.0681,-0.1083,0.9458,-0.0312,-0.3789,1.0000,-0.4506,0.4129,1.1791,-0.0312,0.4871,1.0000,0.0305,-0.0442,1.1421,0.4688,-0.3789,1.0000,-0.3409,-0.1484,0.7830,-0.5312,-0.3789,1.0000,0.6344,0.4657,0.9783,0.7188,0.0541,1.0000,-0.4921,0.5136,0.8243,-0.5312,0.4871,1.0000
69,0.1994,0.4604,0.9583,0.2188,0.0541,1.0000,-0.5986,-0.2196,1.1799,-0.2812,0.0541,1.0000,-0.0650,-0.1115,0.9480,-0.0312,-0.3789,1.0000,-0.4427,0.4202,1.1800,-0.0312,0.4871,1.0000,0.0433,-0.0441,1.1441,0.4688,-0.3789,1.0000,-0.3445,-0.1523,0.7869,-0.5312,-0.3789,1.0000,0.6385,0.4606,0.9812,0.7188,0.0541,1.0000,-0.4938,0.5115,0.8281,-0.5312,0.4871,1.0000
70,0.2025,0.4546,0.9612,0.2188,0.0541,1.0000,-0.5938,-0.2113,1.1821,-0.2812,0.0541,1.0000,-0.0620,-0.1148,0.9501,-0.0312,-0.3789,1.0000,-0.4347,0.4273,1.1805,-0.0312,0.4871,1.0000,0.0559,-0.0439,1.1459,0.4688,-0.3789,1.0000,-0.3480,-0.1562,0.7909,-0.5312,-0.3789,1.0000,0.6426,0.4555,0.9838,0.7188,0.0541,1.0000,-0.4955,0.5096,0.8319,-0.5312,0.4871,1.0000
71,0.2054,0.4488,0.9639,0.2188,0.0541,1.0000,-0.5889,-0.2031,1.1840,-0.2812,0.0541,1.0000,-0.0593,-0.1181,0.9520,-0.0312,-0.3789,1.0000,-0.4268,0.4344,1.1810,-0.0312,0.4871,1.0000,0.0684,-0.0437,1.1475,0.4688,-0.3789,1.0000,-0.3515,-0.1602,0.7947,-0.5312,-0.3789,1.0000,0.6467,0.4504,0.9861,0.7188,0.0541,1.0000,-0.4972,0.5079,0.8356,-0.5312,0.4871,1.0000
72,0.2083,0.4430,0.9666,0.2188,0.0541,1.0000,-0.5840,-0.1951,1.1858,-0.2812,0.0541,1.0000,-0.0568,-0.1214,0.9540,-0.0312,-0.3789,1.0000,-0.4190,0.4413,1.1815,-0.0312,0.4871,1.0000,0.0808,-0.0436,1.1488,0.4688,-0.3789,1.0000,-0.3548,-0.1640,0.7986,-0.5312,-0.3789,1.0000,0.6506,0.4453,0.9885,0.7188,0.0541,1.0000,-0.4989,0.5063,0.8392,-0.5312,0.4871,1.0000
73,0.2112,0.4374,0.9693,0.2188,0.0541,1.0000,-0.5793,-0.1871,1.1876,-0.2812,0.0541,1.0000,-0.0545,-0.1247,0.9560,-0.0312,-0.3789,1.0000,-0.4111,0.4482,1.1816,-0.0312,0.4871,1.0000,0.0929,-0.0435,1.1501,0.4688,-0.3789,1.0000,-0.3580,-0.1679,0.8026,-0.5312,-0.3789,1.0000,0.6545,0.4402,0.9907,0.7188,0.0541,1.0000,-0.5006,0.5048,0.8430,-0.5312,0.4871,1.0000
74,0.2141,0.4317,0.9715,0.2188,0.0541,1.0000,-0.5746,-0.1792,1.1890,-0.2812,0.0541,1.0000,-0.0523,-0.1281,0.9577,-0.0312,-0.3789,1.0000,-0.4032,0.4550,1.1814,-0.0312,0.4871,1.0000,0.1048,-0.0433,1.1513,0.4688,-0.3789,1.0000,-0.3611,-0.1719,0.8065,-0.5312,-0.3789,1.0000,0.6584,0.4352,0.9928,0.7188,0.0541,1.0000,-0.5023,0.5036,0.8467,-0.5312,0.4871,1.0000
75,0.2168,0.4260,0.9735,0.2188,0.0541,1.0000,-0.5698,-0.1713,1.1903,-0.2812,0.0541,1.0000,-0.0502,-0.1314,0.9594,-0.0312,-0.3789,1.0000,-0.3955,0.4617,1.1813,-0.0312,0.4871,1.0000,0.1166,-0.0432,1.1522,0.4688,-0.3789,1.0000,-0.3642,-0.1757,0.8105,-0.5312,-0.3789,1.0000,0.6622,0.4301,0.9948,0.7188,0.0541,1.0000,-0.5041,0.5024,0.8502,-0.5312,0.4871,1.0000
76,0.2195,0.4203,0.9755,0.2188,0.0541,1.0000,-0.5651,-0.1636,1.1916,-0.2812,0.0541,1.0000,-0.0484,-0.1347,0.9612,-0.0312,-0.3789,1.0000,-0.3879,0.4683,1.1813,-0.0312,0.4871,1.0000,0.1282,-0.0433,1.1528,0.4688,-0.3789,1.0000,-0.3670,-0.1795,0.8147,-0.5312,-0.3789,1.0000,0.6659,0.4251,0.9969,0.7188,0.0541,1.0000,-0.5059,0.5014,0.8538,-0.5312,0.4871,1.0000
77,0.2222,0.4147,0.9774,0.2188,0.0541,1.0000,-0.5605,-0.1559,1.1929,-0.2812,0.0541,1.0000,-0.0466,-0.1381,0.9629,-0.0312,-0.3789,1.0000,-0.3802,0.4748,1.1811,-0.0312,0.4871,1.0000,0.1395,-0.0433,1.1535,0.4688,-0.3789,1.0000,-0.3697,-0.1833,0.8187,-0.5312,-0.3789,1.0000,0.6696,0.4202,0.9989,0.7188,0.0541,1.0000,-0.5077,0.5005,0.8574,-0.5312,0.4871,1.0000
78,0.2249,0.4090,0.9791,0.2188,0.0541,1.0000,-0.5558,-0.1483,1.1938,-0.2812,0.0541,1.0000,-0.0450,-0.1414,0.9646,-0.0312,-0.3789,1.0000,-0.3726,0.4812,1.1806,-0.0312,0.4871,1.0000,0.1505,-0.0433,1.1541,0.4688,-0.3789,1.0000,-0.3724,-0.1871,0.8227,-0.5312,-0.3789,1.0000,0.6733,0.4152,1.0007,0.7188,0.0541,1.0000,-0.5095,0.4997,0.8609,-0.5312,0.4871,1.0000
79,0.2274,0.4033,0.9809,0.2188,0.0541,1.0000,-0.5511,-0.1407,1.1946,-0.2812,0.0541,1.0000,-0.0434,-0.1447,0.9664,-0.0312,-0.3789,1.0000,-0.3651,0.4874,1.1803,-0.0312,0.4871,1.0000,0.1613,-0.0435,1.1545,0.4688,-0.3789,1.0000,-0.3749,-0.1908,0.8269,-0.5312,-0.3789,1.0000,0.6768,0.4103,1.0024,0.7188,0.0541,1.0000,-0.5114,0.4989,0.8642,-0.5312,0.4871,1.0000
80,0.2299,0.3978,0.9828,0.2188,0.0541,1.0000,-0.5465,-0.1332,1.1954,-0.2812,0.0541,1.0000,-0.0420,-0.1480,0.9683,-0.0312,-0.3789,1.0000,-0.3578,0.4935,1.1801,-0.0312,0.4871,1.0000,0.1720,-0.0437,1.1546,0.4688,-0.3789,1.0000,-0.3772,-0.1944,0.8312,-0.5312,-0.3789,1.0000,0.6803,0.4054,1.0042,0.7188,0.0541,1.0000,-0.5133,0.4983,0.8674,-0.5312,0.4871,1.0000
81,0.2324,0.3921,0.9843,0.2188,0.0541,1.0000,-0.5420,-0.1258,1.1958,-0.2812,0.0541,1.0000,-0.0407,-0.1513,0.9699,-0.0312,-0.3789,1.0000,-0.3505,0.4995,1.1796,-0.0312,0.4871,1.0000,0.1823,-0.0439,1.1548,0.4688,-0.3789,1.0000,-0.3796,-0.1980,0.8352,-0.5312,-0.3789,1.0000,0.6839,0.4005,1.0057,0.7188,0.0541,1.0000,-0.5151,0.4976,0.8705,-0.5312,0.4871,1.0000
82,0.2349,0.3865,0.9858,0.2188,0.0541,1.0000,-0.5373,-0.1184,1.1961,-0.2812,0.0541,1.0000,-0.0394,-0.1546,0.9714,-0.0312,-0.3789,1.0000,-0.3433,0.5054,1.1790,-0.0312,0.4871,1.0000,0.1923,-0.0441,1.1552,0.4688,-0.3789,1.0000,-0.3817,-0.2014,0.8393,-0.5312,-0.3789,1.0000,0.6873,0.3956,1.0071,0.7188,0.0541,1.0000,-0.5170,0.4970,0.8735,-0.5312,0.4871,1.0000
83,0.2373,0.3809,0.9874,0.2188,0.0541,1.0000,-0.5328,-0.1110,1.1963,-0.2812,0.0541,1.0000,-0.0382,-0.1579,0.9730,-0.0312,-0.3789,1.0000,-0.3363,0.5111,1.1784,-0.0312,0.4871,1.0000,0.2021,-0.0445,1.1552,0.4688,-0.3789,1.0000,-0.3838,-0.2048,0.8433,-0.5312,-0.3789,1.0000,0.6907,0.3908,1.0086,0.7188,0.0541,1.0000,-0.5189,0.4965,0.8764,-0.5312,0.4871,1.0000
84,0.2397,0.3754,0.9890,0.2188,0.0541,1.0000,-0.5283,-0.1037,1.1964,-0.2812,0.0541,1.0000,-0.0370,-0.1612,0.9744,-0.0312,-0.3789,1.0000,-0.3293,0.5167,1.1776,-0.0312,0.4871,1.0000,0.2118,-0.0449,1.1550,0.4688,-0.3789,1.0000,-0.3859,-0.2083,0.8471,-0.5312,-0.3789,1.0000,0.6941,0.3860,1.0102,0.7188,0.0541,1.0000,-0.5206,0.4960,0.8790,-0.5312,0.4871,1.0000
85,0.2420,0.3698,0.9904,0.2188,0.0541,1.0000,-0.5238,-0.0964,1.1962,-0.2812,0.0541,1.0000,-0.0359,-0.1645,0.9757,-0.0312,-0.3789,1.0000,-0.3224,0.5222,1.1766,-0.0312,0.4871,1.0000,0.2211,-0.0454,1.1549,0.4688,-0.3789,1.0000,-0.3878,-0.2116,0.8508,-0.5312,-0.3789,1.0000,0.6974,0.3812,1.0115,0.7188,0.0541,1.0000,-0.5225,0.4956,0.8818,-0.5312,0.4871,1.0000
86,0.2443,0.3644,0.9920,0.2188,0.0541,1.0000,-0.5193,-0.0892,1.1959,-0.2812,0.0541,1.0000,-0.0348,-0.1678,0.9773,-0.0312,-0.3789,1.0000,-0.3158,0.5275,1.1757,-0.0312,0.4871,1.0000,0.2301,-0.0459,1.1548,0.4688,-0.3789,1.0000,-0.3897,-0.2147,0.8548,-0.5312,-0.3789,1.0000,0.7006,0.3764,1.0129,0.7188,0.0541,1.0000,-0.5242,0.4952,0.8847,-0.5312,0.4871,1.0000
87,0.2465,0.3590,0.9936,0.2188,0.0541,1.0000,-0.5149,-0.0820,1.1957,-0.2812,0.0541,1.0000,-0.0338,-0.1711,0.9789,-0.0312,-0.3789,1.0000,-0.3093,0.5327,1.1750,-0.0312,0.4871,1.0000,0.2390,-0.0465,1.1544,0.4688,-0.3789,1.0000,-0.3915,-0.2178,0.8587,-0.5312,-0.3789,1.0000,0.7038,0.3718,1.0143,0.7188,0.0541,1.0000,-0.5258,0.4948,0.8875,-0.5312,0.4871,1.0000
88,0.2487,0.3535,0.9948,0.2188,0.0541,1.0000,-0.5105,-0.0749,1.1954,-0.2812,0.0541,1.0000,-0.0327,-0.1744,0.9803,-0.0312,-0.3789,1.0000,-0.3028,0.5377,1.1741,-0.0312,0.4871,1.0000,0.2476,-0.0472,1.1539,0.4688,-0.3789,1.0000,-0.3932,-0.2209,0.8623,-0.5312,-0.3789,1.0000,0.7071,0.3671,1.0156,0.7188,0.0541,1.0000,-0.5275,0.4944,0.8903,-0.5312,0.4871,1.0000
89,0.2509,0.3481,0.9961,0.2188,0.0541,1.0000,-0.5061,-0.0678,1.1949,-0.2812,0.0541,1.0000,-0.0317,-0.1776,0.9817,-0.0312,-0.3789,1.0000,-0.2964,0.5427,1.1730,-0.0312,0.4871,1.0000,0.2559,-0.0479,1.1535,0.4688,-0.3789,1.0000,-0.3948,-0.2238,0.8662,-0.5312,-0.3789,1.0000,0.7102,0.3625,1.0168,0.7188,0.0541,1.0000,-0.5291,0.4941,0.8932,-0.5312,0.4871,1.0000
90,0.2530,0.3429,0.9974,0.2188,0.0541,1.0000,-0.5018,-0.0607,1.1945,-0.2812,0.0541,1.0000,-0.0307,-0.1808,0.9834,-0.0312,-0.3789,1.0000,-0.2903,0.5474,1.1721,-0.0312,0.4871,1.0000,0.2640,-0.0487,1.1531,0.4688,-0.3789,1.0000,-0.3964,-0.2266,0.8700,-0.5312,-0.3789,1.0000,0.7133,0.3579,1.0180,0.7188,0.0541,1.0000,-0.5305,0.4938,0.8959,-0.5312,0.4871,1.0000
91,0.2551,0.3375,0.9987,0.2188,0.0541,1.0000,-0.4975,-0.0537,1.1942,-0.2812,0.0541,1.0000,-0.0296,-0.1840,0.9848,-0.0312,-0.3789,1.0000,-0.2843,0.5519,1.1712,-0.0312,0.4871,1.0000,0.2720,-0.0495,1.1523,0.4688,-0.3789,1.0000,-0.3980,-0.2294,0.8734,-0.5312,-0.3789,1.0000,0.7164,0.3534,1.0193,0.7188,0.0541,1.0000,-0.5319,0.4935,0.8985,-0.5312,0.4871,1.0000
92,0.2572,0.3323,0.9999,0.2188,0.0541,1.0000,-0.4933,-0.0468,1.1936,-0.2812,0.0541,1.0000,-0.0285,-0.1871,0.9861,-0.0312,-0.3789,1.0000,-0.2783,0.5564,1.1701,-0.0312,0.4871,1.0000,0.2797,-0.0505,1.1514,0.4688,-0.3789,1.0000,-0.3995,-0.2321,0.8768,-0.5312,-0.3789,1.0000,0.7194,0.3488,1.0204,0.7188,0.0541,1.0000,-0.5333,0.4933,0.9012,-0.5312,0.4871,1.0000
93,0.2592,0.3272,1.0013,0.2188,0.0541,1.0000,-0.4890,-0.0398,1.1928,-0.2812,0.0541,1.0000,-0.0275,-0.1902,0.9877,-0.0312,-0.3789,1.0000,-0.2725,0.5607,1.1689,-0.0312,0.4871,1.0000,0.2872,-0.0515,1.1507,0.4688,-0.3789,1.0000,-0.4010,-0.2347,0.8802,-0.5312,-0.3789,1.0000,0.7224,0.3443,1.0214,0.7188,0.0541,1.0000,-0.5346,0.4931,0.9039,-0.5312,0.4871,1.0000
94,0.2611,0.3222,1.0028,0.2188,0.0541,1.0000,-0.4849,-0.0330,1.1922,-0.2812,0.0541,1.0000,-0.0264,-0.1932,0.9891,-0.0312,-0.3789,1.0000,-0.2669,0.5648,1.1680,-0.0312,0.4871,1.0000,0.2945,-0.0526,1.1497,0.4688,-0.3789,1.0000,-0.4025,-0.2373,0.8834,-0.5312,-0.3789,1.0000,0.7254,0.3399,1.0225,0.7188,0.0541,1.0000,-0.5358,0.4928,0.9065,-0.5312,0.4871,1.0000
95,0.2631,0.3172,1.0041,0.2188,0.0541,1.0000,-0.4809,-0.0263,1.1917,-0.2812,0.0541,1.0000,-0.0253,-0.1962,0.9905,-0.0312,-0.3789,1.0000,-0.2614,0.5688,1.1669,-0.0312,0.4871,1.0000,0.3017,-0.0538,1.1486,0.4688,-0.3789,1.0000,-0.4039,-0.2398,0.8864,-0.5312,-0.3789,1.0000,0.7283,0.3355,1.0234,0.7188,0.0541,1.0000,-0.5370,0.4926,0.9090,-0.5312,0.4871,1.0000
96,0.2651,0.3123,1.0054,0.2188,0.0541,1.0000,-0.4768,-0.0195,1.1909,-0.2812,0.0541,1.0000,-0.0242,-0.1992,0.9920,-0.0312,-0.3789,1.0000,-0.2560,0.5727,1.1656,-0.0312,0.4871,1.0000,0.3086,-0.0551,1.1475,0.4688,-0.3789,1.0000,-0.4054,-0.2422,0.8896,-0.5312,-0.3789,1.0000,0.7312,0.3311,1.0243,0.7188,0.0541,1.0000,-0.5381,0.4925,0.9116,-0.5312,0.4871,1.0000
97,0.2670,0.3075,1.0068,0.2188,0.0541,1.0000,-0.4729,-0.0129,1.1900,-0.2812,0.0541,1.0000,-0.0231,-0.2021,0.9936,-0.0312,-0.3789,1.0000,-0.2508,0.5765,1.1645,-0.0312,0.4871,1.0000,0.3154,-0.0564,1.1465,0.4688,-0.3789,1.0000,-0.4069,-0.2446,0.8928,-0.5312,-0.3789,1.0000,0.7340,0.3268,1.0253,0.7188,0.0541,1.0000,-0.5391,0.4923,0.9141,-0.5312,0.4871,1.0000
98,0.2688,0.3028,1.0080,0.2188,0.0541,1.0000,-0.4690,-0.0063,1.1893,-0.2812,0.0541,1.0000,-0.0218,-0.2049,0.9949,-0.0312,-0.3789,1.0000,-0.2456,0.5800,1.1635,-0.0312,0.4871,1.0000,0.3220,-0.0578,1.1453,0.4688,-0.3789,1.0000,-0.4083,-0.2469,0.8957,-0.5312,-0.3789,1.0000,0.7368,0.3226,1.0264,0.7188,0.0541,1.0000,-0.5401,0.4921,0.9164,-0.5312,0.4871,1.0000
99,0.2708,0.2982,1.0092,0.2188,0.0541,1.0000,-0.4652,0.0001,1.1885,-0.2812,0.0541,1.0000,-0.0206,-0.2078,0.9963,-0.0312,-0.3789,1.0000,-0.2406,0.5835,1.1622,-0.0312,0.4871,1.0000,0.3285,-0.0593,1.1441,0.4688,-0.3789,1.0000,-0.4097,-0.2492,0.8986,-0.5312,-0.3789,1.0000,0.7396,0.3183,1.0273,0.7188,0.0541,1.0000,-0.5410,0.4919,0.9187,-0.5312,0.4871,1.0000
100,0.2726,0.2937,1.0105,0.2188,0.0541,1.0000,-0.4614,0.0064,1.1875,-0.2812,0.0541,1.0000,-0.0194,-0.2106,0.9977,-0.0312,-0.3789,1.0000,-0.2356,0.5868,1.1607,-0.0312,0.4871,1.0000,0.3347,-0.0609,1.1431,0.4688,-0.3789,1.0000,-0.4112,-0.2514,0.9016,-0.5312,-0.3789,1.0000,0.7423,0.3142,1.0282,0.7188,0.0541,1.0000,-0.5418,0.4916,0.9210,-0.5312,0.4871,1.0000
101,0.2743,0.2893,1.0118,0.2188,0.0541,1.0000,-0.4577,0.0128,1.1864,-0.2812,0.0541,1.0000,-0.0181,-0.2134,0.9988,-0.0312,-0.3789,1.0000,-0.2308,0.5899,1.1594,-0.0312,0.4871,1.0000,0.3409,-0.0624,1.1418,0.4688,-0.3789,1.0000,-0.4126,-0.2537,0.9043,-0.5312,-0.3789,1.0000,0.7450,0.3101,1.0292,0.7188,0.0541,1.0000,-0.5427,0.4913,0.9232,-0.5312,0.4871,1.0000
102,0.2762,0.2849,1.0128,0.2188,0.0541,1.0000,-0.4541,0.0189,1.1856,-0.2812,0.0541,1.0000,-0.0168,-0.2161,0.9999,-0.0312,-0.3789,1.0000,-0.2261,0.5929,1.1581,-0.0312,0.4871,1.0000,0.3469,-0.0641,1.1405,0.4688,-0.3789,1.0000,-0.4139,-0.2559,0.9068,-0.5312,-0.3789,1.0000,0.7477,0.3059,1.0298,0.7188,0.0541,1.0000,-0.5434,0.4910,0.9253,-0.5312,0.4871,1.0000
103,0.2779,0.2807,1.0140,0.2188,0.0541,1.0000,-0.4505,0.0249,1.1847,-0.2812,0.0541,1.0000,-0.0156,-0.2189,1.0010,-0.0312,-0.3789,1.0000,-0.2215,0.5958,1.1566,-0.0312,0.4871,1.0000,0.3527,-0.0659,1.1392,0.4688,-0.3789,1.0000,-0.4154,-0.2580,0.9096,-0.5312,-0.3789,1.0000,0.7503,0.3019,1.0304,0.7188,0.0541,1.0000,-0.5441,0.4907,0.9273,-0.5312,0.4871,1.0000
